Year,Type,Country,Age,Fatal (Y/N),Activity,Specie,Month,Sex
2012,Unprovoked,USA,14,False,Water Activity,unknown,11,M
2012,Unprovoked,USA,30,False,Water Activity,tiger,11,M
2012,Unprovoked,USA,43,False,Water Activity,tiger,11,M
2012,Unprovoked,USA,25,False,Water Activity,white,10,M
2012,Unprovoked,USA,51,False,Water Activity,tiger,10,F
2012,Unprovoked,USA,39,True,Water Activity,white,10,M
2012,Unprovoked,USA,35,False,Unknown,unknown,10,F
2012,Unprovoked,USA,24,False,Water Activity,unknown,10,M
2012,Unprovoked,USA,55,False,Unknown,unknown,10,M
2012,Unprovoked,NIGERIA,38,False,Unknown,unknown,10,F
2012,Unprovoked,USA,42,False,Unknown,unknown,10,M
2012,Unprovoked,AUSTRALIA,11,False,Unknown,unknown,10,M
2012,Unprovoked,USA,21,False,Water Activity,unknown,9,M
2012,Unprovoked,USA,22,False,Water Activity,unknown,9,M
2012,Unprovoked,USA,52,False,Water Activity,unknown,9,M
2012,Unprovoked,TONGA,29,False,Water Activity,bull,9,F
2012,Unprovoked,USA,25,False,Water Activity,unknown,9,M
2012,Unprovoked,USA,37,False,Water Activity,unknown,9,M
2012,Unprovoked,USA,32,False,Water Activity,unknown,9,M
2012,Unprovoked,USA,8,False,Unknown,unknown,9,F
2012,Unprovoked,USA,56,False,Unknown,unknown,9,F
2012,Provoked,SCOTLAND,53,False,Unknown,porbeagle,8,M
2012,Unprovoked,AUSTRALIA,34,False,Water Activity,unknown,8,M
2012,Unprovoked,BRAZIL,18,True,Water Activity,unknown,8,M
2012,Unprovoked,USA,31,False,Unknown,unknown,8,M
2012,Unprovoked,USA,56,False,Unknown,lemon,8,M
2012,Unprovoked,REUNION,39,False,Water Activity,bull,8,M
2012,Unprovoked,USA,17,False,Water Activity,unknown,7,M
2012,Unprovoked,AUSTRALIA,48,False,Water Activity,white,7,M
2012,Unprovoked,USA,44,False,Water Activity,unknown,7,M
2012,Unprovoked,USA,50,False,Unknown,white,7,M
2012,Invalid,USA,12,False,Unknown,unknown,7,M
2012,Unprovoked,REUNION,22,True,Water Activity,unknown,7,M
2012,Invalid,TRINIDAD & TOBAGO,24,True,Water Activity,unknown,7,M
2012,Invalid,CANADA,23,False,Water Activity,unknown,7,F
2012,Unprovoked,AUSTRALIA,24,True,Water Activity,white,7,M
2012,Unprovoked,USA,43,False,Water Activity,unknown,7,F
2012,Invalid,AUSTRALIA,42,True,Unknown,unknown,7,F
2012,Unprovoked,USA,52,False,Boating,unknown,7,M
2012,Unprovoked,SOUTH AFRICA,29,False,Water Activity,unknown,7,M
2012,Unprovoked,USA,6,False,Water Activity,bull,6,M
2012,Unprovoked,USA,26,False,Water Activity,unknown,6,M
2012,Unprovoked,USA,16,False,Unknown,unknown,6,F
2012,Unprovoked,USA,12,False,Water Activity,unknown,6,M
2012,Unprovoked,AUSTRALIA,62,False,Unknown,unknown,6,M
2012,Invalid,USA,16,False,Other,unknown,6,M
2012,Unprovoked,USA,6,False,Unknown,unknown,6,F
2012,Provoked,USA,23,False,Fishing,nurse,6,M
2012,Unprovoked,USA,18,False,Water Activity,blacktip,6,F
2012,Unprovoked,USA,16,False,Water Activity,blacktip,6,M
2012,Unprovoked,AUSTRALIA,42,False,Water Activity,unknown,6,M
2012,Unprovoked,AUSTRALIA,30,False,Unknown,white,6,M
2012,Unprovoked,USA,12,False,Water Activity,unknown,6,F
2012,Unprovoked,USA,25,False,Unknown,unknown,6,M
2012,Unprovoked,USA,33,False,Unknown,unknown,5,F
2012,Unprovoked,MEXICO,46,False,Unknown,bull,5,M
2012,Unprovoked,USA,22,False,Water Activity,unknown,5,M
2012,Unprovoked,FIJI,20,False,Fishing,unknown,5,M
2012,Unprovoked,USA,30,False,Unknown,white,5,M
2012,Unprovoked,USA,47,False,Water Activity,unknown,5,F
2012,Unprovoked,USA,15,False,Unknown,white,5,F
2012,Unprovoked,USA,28,False,Water Activity,unknown,4,M
2012,Unprovoked,SOUTH AFRICA,20,True,Unknown,white,4,M
2012,Unprovoked,AUSTRALIA,27,False,Boating,white,4,M
2012,Unprovoked,USA,28,False,Water Activity,tiger,4,M
2012,Unprovoked,AUSTRALIA,33,True,Unknown,white,3,M
2012,Unprovoked,USA,21,False,Water Activity,unknown,3,M
2012,Unprovoked,AUSTRALIA,20,False,Water Activity,bull,3,M
2012,Unprovoked,USA,61,False,Water Activity,bull,3,M
2012,Unprovoked,USA,15,False,Water Activity,unknown,3,F
2012,Unprovoked,USA,17,False,Water Activity,unknown,3,M
2012,Provoked,AUSTRALIA,34,False,Unknown,nurse,3,F
2012,Unprovoked,REUNION,31,False,Unknown,unknown,3,M
2012,Unprovoked,USA,19,False,Unknown,unknown,3,M
2012,Invalid,SAUDI ARABIA,42,False,Unknown,unknown,3,M
2012,Unprovoked,AUSTRALIA,29,False,Water Activity,unknown,2,M
2012,Unprovoked,AUSTRALIA,26,False,Water Activity,tiger,1,M
2012,Provoked,TAIWAN,24,False,Fishing,blue,1,M
2012,Unprovoked,AUSTRALIA,44,False,Water Activity,white,1,M
2012,Unprovoked,SOUTH AFRICA,25,True,Water Activity,bull,1,M
2012,Unprovoked,USA,53,False,Water Activity,white,1,M
2012,Unprovoked,AUSTRALIA,28,False,Water Activity,unknown,1,M
2012,Unprovoked,AUSTRALIA,34,False,Fishing,tiger,1,M
2011,Unprovoked,ECUADOR,23,False,Water Activity,unknown,12,M
2011,Unprovoked,USA,27,False,Water Activity,unknown,12,M
2011,Unprovoked,SOUTH AFRICA,35,False,Unknown,unknown,12,M
2011,Unprovoked,AUSTRALIA,51,False,Water Activity,white,12,M
2011,Unprovoked,AUSTRALIA,14,False,Water Activity,unknown,12,M
2011,Unprovoked,AUSTRALIA,63,False,Water Activity,unknown,12,M
2011,Unprovoked,INDONESIA,18,False,Water Activity,unknown,11,M
2011,Unprovoked,AUSTRALIA,10,False,Water Activity,unknown,11,M
2011,Unprovoked,BRAZIL,35,False,Water Activity,unknown,11,M
2011,Unprovoked,REUNION,42,False,Unknown,unknown,11,M
2011,Unprovoked,USA,27,False,Water Activity,white,10,M
2011,Unprovoked,SCOTLAND,26,False,Water Activity,unknown,10,M
2011,Unprovoked,AUSTRALIA,32,True,Water Activity,white,10,M
2011,Unprovoked,USA,41,False,Water Activity,white,10,M
2011,Unprovoked,AUSTRALIA,50,False,Water Activity,unknown,10,M
2011,Unprovoked,AUSTRALIA,64,True,Water Activity,unknown,10,M
2011,Boat,REUNION,51,False,Unknown,unknown,10,M
2011,Unprovoked,USA,29,False,Unknown,unknown,10,M
2011,Invalid,USA,27,False,Water Activity,unknown,9,M
2011,Provoked,DOMINICAN REPUBLIC,48,False,Fishing,unknown,9,M
2011,Unprovoked,SOUTH AFRICA,43,False,Water Activity,white,9,M
2011,Unprovoked,USA,21,False,Fishing,bull,9,M
2011,Unprovoked,USA,5,False,Unknown,unknown,9,M
2011,Unprovoked,REUNION,38,True,Unknown,unknown,9,M
2011,Unprovoked,KENYA,17,True,Water Activity,unknown,9,M
2011,Unprovoked,USA,25,False,Water Activity,unknown,9,M
2011,Unprovoked,USA,37,False,Water Activity,unknown,9,M
2011,Unprovoked,PAPUA NEW GUINEA,30,False,Unknown,tiger,9,M
2011,Unprovoked,AUSTRALIA,21,True,Unknown,white,9,M
2011,Unprovoked,USA,19,False,Water Activity,unknown,9,M
2011,Unprovoked,USA,19,False,Water Activity,unknown,8,M
2011,Invalid,AUSTRALIA,48,True,Water Activity,unknown,8,M
2011,Unprovoked,USA,39,False,Unknown,unknown,8,F
2011,Unprovoked,USA,21,False,Water Activity,unknown,8,M
2011,Unprovoked,USA,10,False,Unknown,unknown,8,M
2011,Unprovoked,SOUTH AFRICA,49,True,Water Activity,white,8,M
2011,Unprovoked,RUSSIA,16,False,Water Activity,unknown,8,M
2011,Invalid,USA,12,False,Unknown,unknown,8,M
2011,Unprovoked,RUSSIA,25,False,Water Activity,unknown,8,M
2011,Unprovoked,FRENCH POLYNESIA,32,False,Water Activity,grey,8,M
2011,Unprovoked,USA,27,False,Unknown,unknown,8,M
2011,Unprovoked,SEYCHELLES,30,True,Unknown,bull,8,M
2011,Invalid,USA,7,False,Unknown,unknown,8,M
2011,Unprovoked,USA,54,False,Water Activity,unknown,8,M
2011,Unprovoked,SEYCHELLES,36,True,Water Activity,unknown,8,M
2011,Invalid,BRAZIL,14,True,Water Activity,unknown,7,M
2011,Sea Disaster,PHILIPPINES,43,False,Unknown,unknown,7,M
2011,Unprovoked,SOUTH AFRICA,29,False,Water Activity,white,7,M
2011,Unprovoked,USA,6,False,Unknown,unknown,7,F
2011,Unprovoked,BAHAMAS,54,False,Unknown,unknown,7,M
2011,Unprovoked,USA,12,False,Water Activity,unknown,7,M
2011,Unprovoked,USA,14,False,Unknown,unknown,7,M
2011,Unprovoked,REUNION,16,False,Water Activity,unknown,7,M
2011,Unprovoked,COLUMBIA,17,False,Boating,unknown,7,M
2011,Unprovoked,TURKS & CAICOS,28,False,Water Activity,unknown,6,M
2011,Unprovoked,BRAZIL,21,False,Water Activity,unknown,6,M
2011,Unprovoked,SOUTH AFRICA,22,False,Unknown,bull,6,M
2011,Unprovoked,USA,10,False,Unknown,bull,6,F
2011,Unprovoked,USA,20,False,Unknown,unknown,6,M
2011,Unprovoked,TURKS & CAICOS,35,False,Fishing,unknown,6,M
2011,Unprovoked,COSTA RICA,15,True,Water Activity,unknown,6,M
2011,Unprovoked,REUNION,31,True,Unknown,unknown,6,M
2011,Unprovoked,USA,28,False,Unknown,blacktip,6,M
2011,Unprovoked,COLUMBIA,24,False,Fishing,unknown,6,M
2011,Unprovoked,USA,28,False,Fishing,unknown,6,M
2011,Unprovoked,USA,19,False,Unknown,unknown,6,M
2011,Unprovoked,USA,22,False,Unknown,unknown,5,F
2011,Unprovoked,SOUTH AFRICA,33,False,Water Activity,white,5,M
2011,Unprovoked,SOUTH AFRICA,28,True,Fishing,unknown,5,M
2011,Unprovoked,USA,86,False,Unknown,unknown,5,M
2011,Unprovoked,NEW CALEDONIA,15,True,Unknown,tiger,5,M
2011,Unprovoked,USA,37,False,Water Activity,unknown,5,M
2011,Invalid,UNITED ARAB EMIRATES (UAE),43,False,Unknown,unknown,5,M
2011,Unprovoked,SOUTH AFRICA,37,False,Fishing,unknown,5,M
2011,Unprovoked,USA,32,False,Fishing,bull,4,M
2011,Unprovoked,AUSTRALIA,17,False,Unknown,unknown,4,M
2011,Unprovoked,USA,49,False,Unknown,unknown,4,M
2011,Unprovoked,NEW ZEALAND,41,False,Water Activity,unknown,4,M
2011,Unprovoked,FIJI,27,False,Water Activity,unknown,4,M
2011,Unprovoked,AUSTRALIA,48,False,Water Activity,bull,3,M
2011,Unprovoked,MEXICO,46,False,Water Activity,unknown,3,M
2011,Unprovoked,FIJI,30,False,Unknown,unknown,3,M
2011,Unprovoked,AUSTRALIA,24,False,Unknown,unknown,3,F
2011,Provoked,AUSTRALIA,36,False,Fishing,bull,2,M
2011,Unprovoked,NEW CALEDONIA,21,False,Fishing,unknown,2,M
2011,Unprovoked,REUNION,32,False,Water Activity,unknown,2,M
2011,Unprovoked,AUSTRALIA,49,True,Unknown,white,2,M
2011,Unprovoked,AUSTRALIA,58,False,Water Activity,unknown,2,M
2011,Unprovoked,SOUTH AFRICA,37,False,Unknown,unknown,2,M
2011,Unprovoked,MEXICO,38,False,Water Activity,unknown,1,F
2011,Provoked,MEXICO,25,False,Unknown,unknown,1,M
2011,Unprovoked,BAHAMAS,55,False,Unknown,unknown,1,M
2011,Invalid,AUSTRALIA,7,False,Water Activity,unknown,1,F
2011,Unprovoked,SOUTH AFRICA,16,True,Water Activity,unknown,1,M
2011,Unprovoked,MEXICO,37,False,Unknown,unknown,1,M
2010,Unprovoked,USA,16,False,Unknown,unknown,12,M
2010,Unprovoked,USA,46,False,Water Activity,unknown,12,M
2010,Unprovoked,EGYPT,70,True,Water Activity,white,12,F
2010,Unprovoked,EGYPT,54,False,Water Activity,mako,12,M
2010,Unprovoked,EGYPT,46,False,Water Activity,mako,12,M
2010,Unprovoked,EGYPT,70,False,Water Activity,white,11,F
2010,Unprovoked,EGYPT,48,False,Water Activity,white,11,F
2010,Unprovoked,SAMOA,47,False,Fishing,unknown,11,M
2010,Provoked,USA,33,False,Water Activity,unknown,11,M
2010,Unprovoked,DOMINICAN REPUBLIC,21,True,Water Activity,unknown,11,M
2010,Unprovoked,AUSTRALIA,20,False,Water Activity,white,10,F
2010,Unprovoked,USA,30,False,Unknown,porbeagle,10,M
2010,Unprovoked,AUSTRALIA,14,False,Unknown,unknown,10,M
2010,Unprovoked,USA,19,True,Unknown,white,10,M
2010,Unprovoked,AUSTRALIA,22,False,Water Activity,bull,10,M
2010,Unprovoked,USA,29,False,Water Activity,white,9,M
2010,Unprovoked,USA,18,False,Water Activity,unknown,9,M
2010,Unprovoked,SOUTH AFRICA,29,True,Water Activity,white,9,M
2010,Unprovoked,AUSTRALIA,15,False,Water Activity,unknown,9,M
2010,Unprovoked,USA,27,False,Water Activity,unknown,9,M
2010,Unprovoked,TONGA,24,False,Unknown,unknown,9,M
2010,Unprovoked,USA,24,False,Water Activity,unknown,9,M
2010,Unprovoked,SOLOMON ISLANDS,34,False,Unknown,unknown,9,M
2010,Invalid,BAHAMAS,43,True,Unknown,unknown,8,M
2010,Unprovoked,USA,10,False,Unknown,unknown,8,M
2010,Unprovoked,AUSTRALIA,31,True,Water Activity,white,8,M
2010,Unprovoked,USA,45,False,Unknown,white,8,M
2010,Unprovoked,SOUTH KOREA,16,False,Water Activity,unknown,8,F
2010,Unprovoked,AUSTRALIA,47,False,Water Activity,unknown,8,M
2010,Unprovoked,USA,25,False,Water Activity,unknown,8,M
2010,Unprovoked,MALTA,35,False,Unknown,unknown,8,M
2010,Unprovoked,USA,37,False,Other,unknown,8,F
2010,Unprovoked,USA,16,False,Other,unknown,7,M
2010,Unprovoked,USA,20,False,Water Activity,unknown,7,M
2010,Unprovoked,USA,10,False,Water Activity,blacktip,7,M
2010,Unprovoked,USA,13,False,Water Activity,tiger,7,F
2010,Unprovoked,USA,55,False,Water Activity,unknown,7,M
2010,Provoked,SPAIN,9,False,Water Activity,unknown,7,M
2010,Unprovoked,SOUTH AFRICA,21,False,Water Activity,unknown,7,F
2010,Provoked,USA,20,False,Fishing,blue,7,M
2010,Unprovoked,USA,19,False,Water Activity,unknown,7,M
2010,Unprovoked,USA,48,False,Unknown,unknown,7,M
2010,Unprovoked,USA,20,False,Water Activity,bull,6,M
2010,Unprovoked,USA,6,False,Unknown,unknown,6,F
2010,Unprovoked,USA,13,False,Water Activity,unknown,6,F
2010,Unprovoked,VIETNAM,17,False,Water Activity,unknown,6,M
2010,Unprovoked,USA,18,False,Unknown,unknown,6,F
2010,Unprovoked,AUSTRALIA,40,False,Water Activity,unknown,6,M
2010,Unprovoked,USA,20,False,Water Activity,unknown,6,M
2010,Provoked,USA,49,False,Fishing,lemon,5,M
2010,Unprovoked,VIETNAM,58,False,Unknown,unknown,5,F
2010,Unprovoked,VIETNAM,60,False,Water Activity,unknown,5,F
2010,Unprovoked,MADAGASCAR,59,False,Unknown,unknown,5,M
2010,Unprovoked,USA,10,False,Unknown,unknown,5,F
2010,Provoked,USA,29,False,Unknown,lemon,4,M
2010,Unprovoked,USA,68,False,Water Activity,unknown,4,M
2010,Unprovoked,SOUTH AFRICA,35,False,Water Activity,unknown,4,M
2010,Unprovoked,EGYPT,24,False,Unknown,white,4,M
2010,Unprovoked,REUNION,34,False,Water Activity,unknown,3,M
2010,Unprovoked,FIJI,19,True,Unknown,unknown,2,M
2010,Unprovoked,AUSTRALIA,60,False,Water Activity,unknown,2,F
2010,Unprovoked,AUSTRALIA,46,False,Water Activity,unknown,2,M
2010,Unprovoked,AUSTRALIA,18,False,Unknown,white,2,M
2010,Invalid,GUAM,31,True,Unknown,unknown,2,M
2010,Unprovoked,USA,38,True,Unknown,unknown,2,M
2010,Provoked,NEW ZEALAND,14,False,Unknown,unknown,2,F
2010,Unprovoked,BRAZIL,29,False,Water Activity,hammerhead,1,M
2010,Unprovoked,UNITED ARAB EMIRATES (UAE),54,False,Water Activity,unknown,1,M
2010,Unprovoked,SOUTH AFRICA,37,True,Other,white,1,M
2010,Unprovoked,AUSTRALIA,9,False,Water Activity,white,1,F
2010,Unprovoked,USA,32,False,Fishing,unknown,1,M
2009,Unprovoked,SOUTH AFRICA,20,False,Unknown,unknown,12,M
2009,Provoked,AUSTRALIA,55,False,Water Activity,unknown,12,M
2009,Unprovoked,MOZAMBIQUE,27,False,Water Activity,unknown,12,M
2009,Unprovoked,AUSTRALIA,18,False,Fishing,bull,12,M
2009,Unprovoked,SOUTH AFRICA,22,True,Unknown,unknown,12,M
2009,Unprovoked,NEW ZEALAND,24,True,Unknown,white,12,M
2009,Unprovoked,AUSTRALIA,39,False,Water Activity,unknown,12,M
2009,Provoked,USA,58,False,Water Activity,tiger,12,M
2009,Invalid,USA,49,False,Water Activity,unknown,11,M
2009,Unprovoked,USA,10,False,Unknown,unknown,11,M
2009,Unprovoked,USA,31,False,Fishing,thresher,11,M
2009,Unprovoked,USA,22,False,Water Activity,unknown,11,M
2009,Unprovoked,USA,27,False,Water Activity,unknown,11,F
2009,Unprovoked,USA,18,False,Water Activity,unknown,11,M
2009,Unprovoked,AUSTRALIA,25,False,Boating,unknown,11,M
2009,Unprovoked,USA,21,False,Water Activity,unknown,11,M
2009,Unprovoked,AUSTRALIA,27,False,Boating,white,10,M
2009,Unprovoked,AUSTRALIA,17,False,Unknown,unknown,10,F
2009,Unprovoked,USA,54,False,Water Activity,unknown,10,M
2009,Unprovoked,PANAMA,10,False,Unknown,unknown,10,F
2009,Provoked,SCOTLAND,23,False,Water Activity,unknown,10,M
2009,Unprovoked,AUSTRALIA,23,False,Water Activity,bull,10,M
2009,Provoked,UNITED KINGDOM,39,False,Fishing,unknown,10,M
2009,Provoked,BRAZIL,34,True,Unknown,unknown,9,M
2009,Invalid,USA,60,True,Water Activity,unknown,9,M
2009,Unprovoked,BRAZIL,15,True,Unknown,unknown,9,M
2009,Unprovoked,SOUTH AFRICA,25,True,Water Activity,white,8,M
2009,Unprovoked,USA,22,False,Water Activity,white,8,F
2009,Unprovoked,USA,26,False,Water Activity,unknown,8,M
2009,Unprovoked,USA,56,False,Unknown,bull,8,M
2009,Unprovoked,BAHAMAS,14,False,Fishing,bull,7,M
2009,Unprovoked,AUSTRALIA,14,False,Water Activity,unknown,7,M
2009,Unprovoked,VIETNAM,41,False,Water Activity,unknown,7,F
2009,Unprovoked,USA,14,False,Unknown,unknown,7,F
2009,Invalid,SPAIN,11,False,Water Activity,unknown,7,F
2009,Unprovoked,USA,26,False,Water Activity,unknown,7,F
2009,Unprovoked,USA,19,False,Water Activity,unknown,7,F
2009,Unprovoked,VIETNAM,57,False,Water Activity,unknown,7,M
2009,Unprovoked,SOUTH AFRICA,37,False,Water Activity,unknown,7,M
2009,Unprovoked,USA,12,False,Unknown,unknown,7,F
2009,Provoked,USA,43,False,Water Activity,nurse,7,F
2009,Unprovoked,AUSTRALIA,52,False,Water Activity,unknown,6,M
2009,Invalid,USA,26,False,Water Activity,unknown,6,M
2009,Invalid,USA,14,False,Unknown,unknown,6,M
2009,Unprovoked,EGYPT,50,True,Water Activity,white,6,F
2009,Provoked,TAIWAN,46,False,Fishing,unknown,5,M
2009,Unprovoked,USA,31,False,Water Activity,blacktip,5,M
2009,Unprovoked,USA,49,False,Water Activity,blacktip,5,M
2009,Unprovoked,USA,55,False,Water Activity,blacktip,5,M
2009,Provoked,GUAM,27,False,Fishing,blacktip,5,M
2009,Provoked,BAHAMAS,48,False,Fishing,unknown,3,M
2009,Unprovoked,USA,20,False,Water Activity,unknown,4,M
2009,Unprovoked,PHILIPPINES,23,False,Water Activity,unknown,4,M
2009,Unprovoked,USA,52,False,Water Activity,unknown,4,M
2009,Unprovoked,USA,31,False,Water Activity,unknown,4,M
2009,Invalid,USA,49,False,Fishing,unknown,4,M
2009,Unprovoked,AUSTRALIA,40,False,Unknown,unknown,4,M
2009,Invalid,SOUTH AFRICA,24,True,Water Activity,unknown,4,M
2009,Unprovoked,USA,15,False,Unknown,unknown,4,M
2009,Provoked,SOUTH AFRICA,59,False,Unknown,unknown,3,M
2009,Unprovoked,SOUTH AFRICA,16,True,Water Activity,unknown,3,M
2009,Unprovoked,AUSTRALIA,17,False,Water Activity,unknown,3,M
2009,Unprovoked,USA,17,False,Water Activity,unknown,3,F
2009,Unprovoked,USA,61,False,Water Activity,unknown,3,M
2009,Provoked,AUSTRALIA,21,False,Unknown,unknown,3,M
2009,Unprovoked,NEW CALEDONIA,19,True,Water Activity,unknown,3,M
2009,Provoked,SOUTH AFRICA,40,False,Fishing,blue,3,M
2009,Unprovoked,AUSTRALIA,15,False,Water Activity,unknown,3,M
2009,Unprovoked,AUSTRALIA,33,False,Water Activity,white,2,M
2009,Unprovoked,AUSTRALIA,31,False,Unknown,bull,2,M
2009,Unprovoked,AUSTRALIA,41,False,Water Activity,white,2,M
2009,Provoked,AZORES,49,False,Fishing,unknown,1,M
2009,Invalid,BRAZIL,17,True,Unknown,unknown,1,M
2009,Unprovoked,CUBA,15,False,Fishing,bull,1,M
2009,Unprovoked,AUSTRALIA,19,False,Water Activity,unknown,1,M
2009,Unprovoked,SOUTH AFRICA,25,True,Water Activity,tiger,1,M
2009,Invalid,BRAZIL,17,True,Water Activity,unknown,1,M
2009,Unprovoked,AUSTRALIA,24,False,Water Activity,unknown,1,M
2009,Unprovoked,AUSTRALIA,13,False,Water Activity,white,1,F
2009,Unprovoked,AUSTRALIA,31,False,Water Activity,white,1,M
2009,Unprovoked,ECUADOR,22,False,Water Activity,unknown,1,M
2009,Unprovoked,NEW ZEALAND,49,False,Water Activity,unknown,1,M
2008,Unprovoked,AUSTRALIA,10,False,Unknown,unknown,12,M
2008,Unprovoked,AUSTRALIA,29,False,Boating,white,12,M
2008,Unprovoked,AUSTRALIA,51,True,Water Activity,white,12,M
2008,Provoked,SOUTH AFRICA,15,False,Fishing,unknown,12,M
2008,Sea Disaster,TAIWAN,45,True,Unknown,unknown,11,M
2008,Unprovoked,PHILIPPINES,39,True,Fishing,unknown,11,M
2008,Provoked,AUSTRALIA,34,False,Unknown,grey,10,M
2008,Unprovoked,NEW CALEDONIA,24,False,Fishing,lemon,10,M
2008,Provoked,AUSTRALIA,50,False,Fishing,unknown,10,M
2008,Unprovoked,AUSTRALIA,15,False,Water Activity,unknown,10,M
2008,Unprovoked,USA,11,False,Fishing,unknown,10,M
2008,Unprovoked,CROATIA,43,False,Fishing,white,10,M
2008,Unprovoked,USA,44,False,Water Activity,unknown,9,M
2008,Unprovoked,USA,40,False,Water Activity,unknown,9,M
2008,Provoked,AUSTRALIA,43,False,Water Activity,unknown,9,M
2008,Unprovoked,USA,32,False,Water Activity,unknown,9,M
2008,Unprovoked,USA,40,False,Water Activity,tiger,9,M
2008,Unprovoked,AUSTRALIA,51,False,Water Activity,unknown,9,M
2008,Unprovoked,USA,43,False,Water Activity,unknown,9,M
2008,Unprovoked,USA,15,False,Water Activity,unknown,9,M
2008,Unprovoked,USA,52,False,Water Activity,unknown,9,M
2008,Unprovoked,AUSTRALIA,29,False,Water Activity,unknown,8,M
2008,Invalid,USA,27,True,Water Activity,unknown,8,M
2008,Provoked,ENGLAND,52,False,Fishing,blue,8,M
2008,Unprovoked,USA,19,False,Water Activity,unknown,8,M
2008,Unprovoked,USA,26,False,Water Activity,unknown,8,M
2008,Unprovoked,USA,20,False,Unknown,unknown,8,M
2008,Invalid,USA,20,False,Water Activity,unknown,8,F
2008,Unprovoked,USA,47,False,Water Activity,unknown,8,M
2008,Invalid,USA,7,False,Unknown,unknown,8,M
2008,Unprovoked,USA,38,False,Unknown,bull,8,F
2008,Unprovoked,USA,13,False,Unknown,unknown,8,F
2008,Unprovoked,AUSTRALIA,31,False,Water Activity,white,7,M
2008,Unprovoked,MEXICO,33,False,Water Activity,unknown,7,M
2008,Unprovoked,USA,17,False,Water Activity,unknown,7,M
2008,Unprovoked,USA,44,False,Water Activity,unknown,7,F
2008,Unprovoked,USA,9,False,Unknown,unknown,7,M
2008,Unprovoked,USA,8,False,Unknown,unknown,7,F
2008,Provoked,USA,15,False,Water Activity,unknown,7,M
2008,Unprovoked,USA,16,False,Unknown,unknown,7,M
2008,Invalid,USA,52,False,Unknown,unknown,7,M
2008,Unprovoked,USA,24,False,Water Activity,unknown,7,M
2008,Unprovoked,USA,14,False,Water Activity,unknown,7,F
2008,Unprovoked,USA,17,False,Unknown,unknown,7,F
2008,Invalid,USA,53,True,Unknown,unknown,6,M
2008,Unprovoked,BAHAMAS,42,False,Fishing,bull,6,M
2008,Unprovoked,SOUTH AFRICA,46,False,Unknown,white,6,M
2008,Unprovoked,USA,29,False,Water Activity,unknown,6,M
2008,Unprovoked,USA,37,False,Water Activity,unknown,6,M
2008,Unprovoked,USA,40,False,Boating,white,6,F
2008,Unprovoked,USA,35,False,Unknown,unknown,6,F
2008,Unprovoked,BRAZIL,14,False,Water Activity,unknown,6,M
2008,Unprovoked,USA,40,False,Unknown,unknown,6,M
2008,Unprovoked,USA,15,False,Unknown,unknown,6,F
2008,Unprovoked,BRAZIL,14,False,Water Activity,bull,6,M
2008,Unprovoked,USA,9,False,Water Activity,unknown,5,M
2008,Unprovoked,MEXICO,49,False,Water Activity,unknown,5,M
2008,Unprovoked,MEXICO,21,True,Water Activity,unknown,5,M
2008,Unprovoked,FIJI,28,True,Unknown,unknown,5,M
2008,Unprovoked,AUSTRALIA,37,False,Water Activity,white,5,M
2008,Unprovoked,NEW CALEDONIA,40,False,Fishing,bull,5,M
2008,Unprovoked,USA,6,False,Unknown,unknown,5,M
2008,Provoked,SOUTH AFRICA,24,False,Fishing,unknown,5,M
2008,Unprovoked,MEXICO,24,True,Water Activity,tiger,4,M
2008,Unprovoked,USA,18,False,Water Activity,unknown,4,M
2008,Unprovoked,USA,24,False,Water Activity,unknown,4,M
2008,Unprovoked,NEW CALEDONIA,32,False,Water Activity,bull,4,M
2008,Provoked,USA,21,False,Water Activity,unknown,4,M
2008,Unprovoked,USA,66,True,Water Activity,white,4,M
2008,Unprovoked,USA,14,False,Water Activity,unknown,4,M
2008,Invalid,MEXICO,32,True,Water Activity,unknown,4,M
2008,Invalid,AUSTRALIA,19,False,Water Activity,unknown,4,M
2008,Unprovoked,USA,30,False,Water Activity,unknown,4,M
2008,Unprovoked,USA,15,False,Unknown,unknown,3,M
2008,Unprovoked,AUSTRALIA,16,True,Unknown,bull,4,M
2008,Unprovoked,USA,18,False,Unknown,unknown,4,M
2008,Unprovoked,SOUTH AFRICA,39,False,Unknown,unknown,3,M
2008,Unprovoked,USA,52,False,Water Activity,unknown,3,M
2008,Unprovoked,USA,13,False,Unknown,unknown,3,M
2008,Unprovoked,USA,14,False,Unknown,unknown,3,M
2008,Unprovoked,USA,8,False,Unknown,unknown,3,M
2008,Unprovoked,USA,27,False,Water Activity,white,3,M
2008,Unprovoked,BAHAMAS,49,True,Water Activity,bull,2,M
2008,Unprovoked,FRENCH POLYNESIA,26,False,Fishing,unknown,2,M
2008,Unprovoked,USA,25,False,Water Activity,unknown,2,M
2008,Unprovoked,AUSTRALIA,14,False,Water Activity,unknown,2,F
2008,Unprovoked,SOUTH AFRICA,42,False,Unknown,blacktip,1,M
2008,Provoked,AUSTRALIA,20,False,Unknown,mako,1,M
2008,Unprovoked,USA,20,False,Water Activity,unknown,1,M
2007,Unprovoked,ECUADOR,24,False,Water Activity,unknown,12,M
2007,Invalid,BRITISH VIRGIN ISLANDS,53,True,Unknown,unknown,12,M
2007,Unprovoked,AUSTRALIA,31,False,Water Activity,unknown,12,M
