Year,Type,Country,Sex ,Age,Fatal (Y/N)
2011.0,Unprovoked,COLUMBIA,M,24,N
2011.0,Unprovoked,USA,M,28,N
2011.0,Unprovoked,USA,M,19,N
2011.0,Unprovoked,USA,F,22,N
2011.0,Unprovoked,SOUTH AFRICA,M,33,N
2011.0,Unprovoked,SOUTH AFRICA,M,28,Y
2011.0,Unprovoked,USA,M,86,N
2011.0,Unprovoked,NEW CALEDONIA,M,15,Y
2011.0,Unprovoked,USA,M,37,N
2011.0,Invalid,UNITED ARAB EMIRATES (UAE),M,43,N
2011.0,Unprovoked,SOUTH AFRICA,M,37,N
2011.0,Unprovoked,USA,M,32,N
2011.0,Unprovoked,AUSTRALIA,M,17,N
2011.0,Unprovoked,USA,M,49,N
2011.0,Unprovoked,NEW ZEALAND,M,41,N
2011.0,Unprovoked,FIJI,M,27,N
2011.0,Unprovoked,AUSTRALIA,M,48,N
2011.0,Unprovoked,MEXICO,M,46,N
2011.0,Unprovoked,FIJI,M,30,N
2011.0,Unprovoked,AUSTRALIA,F,24,N
2011.0,Provoked,AUSTRALIA,M,36,N
2011.0,Unprovoked,NEW CALEDONIA,M,21,N
2011.0,Unprovoked,REUNION,M,32,N
2011.0,Unprovoked,AUSTRALIA,M,49,Y
2011.0,Unprovoked,AUSTRALIA,M,58,N
2011.0,Unprovoked,SOUTH AFRICA,M,37,N
2011.0,Unprovoked,MEXICO,F,38,N
2011.0,Provoked,MEXICO,M,25,N
2011.0,Unprovoked,BAHAMAS,M,55,N
2011.0,Invalid,AUSTRALIA,F,7,N
2011.0,Unprovoked,SOUTH AFRICA,M,16,Y
2011.0,Unprovoked,MEXICO,M,37,N
2010.0,Unprovoked,USA,M,16,N
2010.0,Unprovoked,USA,M,46,N
2010.0,Unprovoked,EGYPT,F,70,Y
2010.0,Unprovoked,EGYPT,M,54,N
2010.0,Unprovoked,EGYPT,M,46,N
2010.0,Unprovoked,EGYPT,F,70,N
2010.0,Unprovoked,EGYPT,F,48,N
2010.0,Unprovoked,SAMOA,M,47,N
2010.0,Provoked,USA,M,33,N
2010.0,Unprovoked,DOMINICAN REPUBLIC,M,21,Y
2010.0,Unprovoked,AUSTRALIA,F,20,N
2010.0,Unprovoked,USA,M,30,N
2010.0,Unprovoked,AUSTRALIA,M,14,N
2010.0,Unprovoked,USA,M,19,Y
2010.0,Unprovoked,AUSTRALIA,M,22,N
2010.0,Unprovoked,SOUTH AFRICA,M,Teen,N
2010.0,Unprovoked,USA,M,29,N
2010.0,Unprovoked,USA,M,18,N
2010.0,Unprovoked,SOUTH AFRICA,M,29,Y
2010.0,Unprovoked,AUSTRALIA,M,15,N
2010.0,Unprovoked,USA,M,27,N
2010.0,Unprovoked,TONGA,M,24,N
2010.0,Unprovoked,USA,M,24,N
2010.0,Unprovoked,USA,M,24,N
2010.0,Unprovoked,SOLOMON ISLANDS,M,34,N
2010.0,Invalid,BAHAMAS,M,43,Y
2010.0,Unprovoked,USA,M,10,N
2010.0,Unprovoked,AUSTRALIA,M,31,Y
2010.0,Unprovoked,USA,M,45,N
2010.0,Unprovoked,SOUTH KOREA,F,16,N
2010.0,Unprovoked,AUSTRALIA,M,47,N
2010.0,Unprovoked,USA,M,25,N
2010.0,Unprovoked,MALTA,M,35,N
2010.0,Unprovoked,USA,F,37,N
2010.0,Unprovoked,USA,M,16,N
2010.0,Unprovoked,USA,M,20,N
2010.0,Unprovoked,USA,M,10,N
2010.0,Unprovoked,USA,F,13,N
2010.0,Unprovoked,USA,M,55,N
2010.0,Provoked,SPAIN,M,9,N
2010.0,Unprovoked,SOUTH AFRICA,F,21,N
2010.0,Provoked,USA,M,20,N
2010.0,Unprovoked,USA,M,19,N
2010.0,Unprovoked,USA,M,48,N
2010.0,Unprovoked,USA,M,20,N
2010.0,Unprovoked,USA,F,6,N
2010.0,Unprovoked,USA,F,13,N
2010.0,Unprovoked,VIETNAM,M,17,N
2010.0,Unprovoked,USA,F,18,N
2010.0,Unprovoked,AUSTRALIA,M,40,N
2010.0,Unprovoked,USA,M,20,N
2010.0,Provoked,USA,M,49,N
2010.0,Unprovoked,VIETNAM,F,58,N
2010.0,Unprovoked,VIETNAM,F,60,N
2010.0,Unprovoked,MADAGASCAR,M,59,N
2010.0,Unprovoked,USA,F,10,N
2010.0,Provoked,USA,M,29,N
2010.0,Unprovoked,USA,M,68,N
2010.0,Unprovoked,SOUTH AFRICA,M,35,N
2010.0,Unprovoked,EGYPT,M,24,N
2010.0,Unprovoked,REUNION,M,34,N
2010.0,Unprovoked,FIJI,M,19,Y
2010.0,Unprovoked,AUSTRALIA,F,60,N
2010.0,Unprovoked,AUSTRALIA,M,46,N
2010.0,Unprovoked,AUSTRALIA,M,18,N
2010.0,Invalid,GUAM,M,31,Y
2010.0,Unprovoked,USA,M,38,Y
2010.0,Provoked,NEW ZEALAND,F,14,N
2010.0,Unprovoked,BRAZIL,M,29,N
2010.0,Unprovoked,UNITED ARAB EMIRATES (UAE),M,54,N
2010.0,Unprovoked,SOUTH AFRICA,M,37,Y
2010.0,Unprovoked,AUSTRALIA,F,9,N
2010.0,Unprovoked,USA,M,32,N
2009.0,Unprovoked,SOUTH AFRICA,M,20,N
2009.0,Provoked,AUSTRALIA,M,55,N
2009.0,Unprovoked,MOZAMBIQUE,M,27,N
2009.0,Unprovoked,AUSTRALIA,M,18,N
2009.0,Unprovoked,SOUTH AFRICA,M,22,Y
2009.0,Unprovoked,NEW ZEALAND,M,24,Y
2009.0,Unprovoked,AUSTRALIA,M,39,N
2009.0,Provoked,USA,M,58,N
2009.0,Invalid,USA,M,49,N
2009.0,Unprovoked,USA,M,10,N
2009.0,Unprovoked,USA,M,31,N
2009.0,Unprovoked,USA,M,22,N
2009.0,Unprovoked,USA,F,27,N
2009.0,Unprovoked,USA,M,18,N
2009.0,Unprovoked,AUSTRALIA,M,25,N
2009.0,Unprovoked,USA,M,21,N
2009.0,Unprovoked,AUSTRALIA,M,27,N
2009.0,Unprovoked,AUSTRALIA,F,17,N
2009.0,Unprovoked,USA,M,54,N
2009.0,Unprovoked,PANAMA,F,10,N
2009.0,Provoked,SCOTLAND,M,23,N
2009.0,Unprovoked,AUSTRALIA,M,23,N
2009.0,Provoked,UNITED KINGDOM,M,39,N
2009.0,Provoked,BRAZIL,M,34,Y
2009.0,Invalid,USA,M,60,Y
2009.0,Unprovoked,BRAZIL,M,15,Y
2009.0,Unprovoked,SOUTH AFRICA,M,25,Y
2009.0,Unprovoked,USA,F,22,N
2009.0,Unprovoked,USA,M,26,N
2009.0,Unprovoked,USA,M,56,N
2009.0,Unprovoked,BAHAMAS,M,14,N
2009.0,Unprovoked,AUSTRALIA,M,14,N
2009.0,Unprovoked,VIETNAM,F,41,N
2009.0,Unprovoked,USA,F,14,N
2009.0,Invalid,SPAIN,F,11,N
2009.0,Unprovoked,USA,F,26,N
2009.0,Unprovoked,USA,F,19,N
2009.0,Unprovoked,VIETNAM,M,57,N
2009.0,Unprovoked,SOUTH AFRICA,M,37,N
2009.0,Unprovoked,USA,F,12,N
2009.0,Provoked,USA,F,43,N
2009.0,Unprovoked,AUSTRALIA,M,52,N
2009.0,Invalid,USA,M,26,N
2009.0,Invalid,USA,M,14,N
2009.0,Unprovoked,EGYPT,F,50,Y
2009.0,Provoked,TAIWAN,M,46,N
2009.0,Unprovoked,USA,M,31,N
2009.0,Unprovoked,USA,M,49,N
2009.0,Unprovoked,USA,M,55,N
2009.0,Provoked,GUAM,M,27,N
2009.0,Provoked,BAHAMAS,M,48,N
2009.0,Unprovoked,USA,M,20,N
2009.0,Unprovoked,PHILIPPINES,M,23,N
2009.0,Unprovoked,USA,M,52,N
2009.0,Unprovoked,USA,M,31,N
2009.0,Invalid,USA,M,49,N
2009.0,Unprovoked,AUSTRALIA,M,40,N
2009.0,Invalid,SOUTH AFRICA,M,24,Y
2009.0,Unprovoked,USA,M,15,N
2009.0,Provoked,SOUTH AFRICA,M,59,N
2009.0,Unprovoked,SOUTH AFRICA,M,16,Y
2009.0,Unprovoked,AUSTRALIA,M,17,N
2009.0,Unprovoked,USA,F,17,N
2009.0,Unprovoked,USA,M,61,N
2009.0,Provoked,AUSTRALIA,M,21,N
2009.0,Unprovoked,NEW CALEDONIA,M,19,Y
2009.0,Provoked,SOUTH AFRICA,M,40,N
2009.0,Unprovoked,AUSTRALIA,M,15,N
2009.0,Unprovoked,AUSTRALIA,M,33,N
2009.0,Unprovoked,AUSTRALIA,M,31,N
2009.0,Unprovoked,AUSTRALIA,M,41,N
2009.0,Provoked,AZORES,M,49,N
2009.0,Invalid,BRAZIL,M,17,Y
2009.0,Unprovoked,CUBA,M,15,N
2009.0,Unprovoked,AUSTRALIA,M,19,N
2009.0,Unprovoked,SOUTH AFRICA,M,25,Y
2009.0,Invalid,BRAZIL,M,17,Y
2009.0,Unprovoked,AUSTRALIA,M,24,N
2009.0,Unprovoked,AUSTRALIA,F,13,N
2009.0,Unprovoked,AUSTRALIA,M,31,N
2009.0,Unprovoked,ECUADOR,M,22,N
2009.0,Unprovoked,NEW ZEALAND,M,49,N
2008.0,Unprovoked,AUSTRALIA,M,10,N
2008.0,Unprovoked,AUSTRALIA,M,29,N
2008.0,Unprovoked,AUSTRALIA,M,51,Y
2008.0,Provoked,SOUTH AFRICA,M,15,N
2008.0,Sea Disaster,TAIWAN,M,45,Y
2008.0,Unprovoked,PHILIPPINES,M,39,Y
2008.0,Provoked,AUSTRALIA,M,34,N
2008.0,Unprovoked,NEW CALEDONIA,M,24,N
2008.0,Provoked,AUSTRALIA,M,50,N
2008.0,Unprovoked,AUSTRALIA,M,15,N
2008.0,Unprovoked,USA,M,11,N
2008.0,Unprovoked,CROATIA,M,43,N
2008.0,Unprovoked,USA,M,44,N
2008.0,Unprovoked,USA,M,40,N
2008.0,Provoked,AUSTRALIA,M,43,N
2008.0,Unprovoked,USA,M,32,N
2008.0,Unprovoked,USA,M,40,N
2008.0,Unprovoked,AUSTRALIA,M,51,N
2008.0,Unprovoked,USA,M,43,N
2008.0,Unprovoked,USA,M,15,N
2008.0,Unprovoked,USA,M,52,N
2008.0,Unprovoked,AUSTRALIA,M,29,N
2008.0,Invalid,USA,M,27,Y
2008.0,Provoked,ENGLAND,M,52,N
2008.0,Unprovoked,USA,M,19,N
2008.0,Unprovoked,USA,M,26,N
2008.0,Unprovoked,USA,M,20,N
2008.0,Invalid,USA,F,20,N
2008.0,Unprovoked,USA,M,47,N
2008.0,Invalid,USA,M,7,N
2008.0,Unprovoked,USA,F,38,N
2008.0,Unprovoked,USA,F,13,N
2008.0,Unprovoked,AUSTRALIA,M,31,N
2008.0,Unprovoked,MEXICO,M,33,N
2008.0,Unprovoked,USA,M,17,N
2008.0,Unprovoked,USA,F,44,N
2008.0,Unprovoked,USA,M,9,N
2008.0,Unprovoked,USA,F,8,N
2008.0,Provoked,USA,M,15,N
2008.0,Unprovoked,USA,M,16,N
2008.0,Invalid,USA,M,52,N
2008.0,Unprovoked,USA,M,24,N
2008.0,Unprovoked,USA,F,14,N
2008.0,Unprovoked,USA,F,17,N
2008.0,Boat,UNITED KINGDOM,M,16,N
2008.0,Invalid,USA,M,53,Y
2008.0,Unprovoked,BAHAMAS,M,42,N
2008.0,Unprovoked,SOUTH AFRICA,M,46,N
2008.0,Unprovoked,USA,M,29,N
2008.0,Unprovoked,USA,M,37,N
2008.0,Unprovoked,USA,F,40,N
2008.0,Unprovoked,USA,F,35,N
2008.0,Unprovoked,BRAZIL,M,14,N
2008.0,Unprovoked,USA,M,40,N
2008.0,Unprovoked,USA,F,15,N
2008.0,Unprovoked,BRAZIL,M,14,N
2008.0,Unprovoked,USA,M,9,N
2008.0,Unprovoked,MEXICO,M,49,N
2008.0,Unprovoked,MEXICO,M,21,Y
2008.0,Unprovoked,FIJI,M,28,Y
2008.0,Unprovoked,AUSTRALIA,M,37,N
2008.0,Unprovoked,NEW CALEDONIA,M,40,N
2008.0,Unprovoked,USA,M,6,N
2008.0,Provoked,SOUTH AFRICA,M,24,N
2008.0,Unprovoked,MEXICO,M,24,Y
2008.0,Unprovoked,USA,M,18,N
2008.0,Unprovoked,USA,M,24,N
2008.0,Unprovoked,NEW CALEDONIA,M,32,N
2008.0,Provoked,USA,M,21,N
2008.0,Unprovoked,USA,M,66,Y
2008.0,Unprovoked,USA,M,14,N
2008.0,Invalid,MEXICO,M,32,Y
2008.0,Invalid,AUSTRALIA,M,19,N
2008.0,Unprovoked,USA,M,30,N
2008.0,Unprovoked,USA,M,15,N
2008.0,Unprovoked,AUSTRALIA,M,16,Y
2008.0,Unprovoked,USA,M,18,N
2008.0,Unprovoked,SOUTH AFRICA,M,39,N
2008.0,Unprovoked,USA,M,52,N
2008.0,Unprovoked,USA,M,13,N
2008.0,Unprovoked,USA,M,14,N
2008.0,Unprovoked,USA,M,8,N
2008.0,Unprovoked,USA,M,27,N
2008.0,Unprovoked,BAHAMAS,M,49,Y
2008.0,Unprovoked,FRENCH POLYNESIA,M,26,N
2008.0,Unprovoked,USA,M,25,N
2008.0,Unprovoked,AUSTRALIA,F,14,N
2008.0,Unprovoked,SOUTH AFRICA,M,42,N
2008.0,Provoked,AUSTRALIA,M,20,N
2008.0,Unprovoked,USA,M,20,N
2008.0,Unprovoked,MEXICO,M,26,N
2007.0,Unprovoked,ECUADOR,M,24,N
2007.0,Invalid,BRITISH VIRGIN ISLANDS,M,53,Y
2007.0,Unprovoked,AUSTRALIA,M,31,N
2007.0,Unprovoked,AUSTRALIA,M,teen,N
2007.0,Invalid,AUSTRALIA,M,34,N
2007.0,Unprovoked,USA,M,52,N
2007.0,Unprovoked,BRAZIL,M,28,N
2007.0,Provoked,AUSTRALIA,M,32,N
2007.0,Unprovoked,SOUTH AFRICA,M,14,N
2007.0,Unprovoked,USA,M,21,N
2007.0,Unprovoked,USA,M,42,N
2007.0,Unprovoked,SOUTH AFRICA,M,37,N
2007.0,Unprovoked,USA,M,32,N
2007.0,Unprovoked,AUSTRALIA,F,52,N
2007.0,Unprovoked,AUSTRALIA,M,31,N
2007.0,Unprovoked,USA,M,22,N
2007.0,Unprovoked,USA,M,16,N
2007.0,Unprovoked,NEW CALEDONIA,F,23,Y
2007.0,Unprovoked,BAHAMAS,F,48,N
2007.0,Unprovoked,EGYPT,F,18 or 20,N
2007.0,Unprovoked,USA,M,23,N
2007.0,Unprovoked,USA,M,56,N
2007.0,Unprovoked,USA,F,Teen,N
2007.0,Unprovoked,USA,M,14,N
2007.0,Unprovoked,USA,F,58,N
2007.0,Unprovoked,USA,F,36,N
2007.0,Unprovoked,USA,M,15,N
2007.0,Unprovoked,USA,F,12,N
2007.0,Unprovoked,USA,M,58,N
2007.0,Unprovoked,USA,M,15,N
2007.0,Unprovoked,USA,M,24,N
2007.0,Unprovoked,USA,M,54,N
2007.0,Unprovoked,USA,M,27,N
2007.0,Unprovoked,USA,M,52,N
2007.0,Unprovoked,USA,M,16,N
2007.0,Unprovoked,USA,M,7,N
2007.0,Unprovoked,USA,M,20,N
2007.0,Unprovoked,USA,F,15,N
2007.0,Unprovoked,USA,M,19,N
2007.0,Unprovoked,USA,M,30,N
2007.0,Unprovoked,USA,M,9,N
2007.0,Unprovoked,USA,F,19,N
2007.0,Unprovoked,USA,M,51,N
2007.0,Unprovoked,USA,M,20,N
2007.0,Unprovoked,USA,M,36,N
2007.0,Unprovoked,AUSTRALIA,M,15,N
2007.0,Unprovoked,USA,M,14,N
2007.0,Provoked,NORWAY,M,48,N
2007.0,Invalid,USA,F,43,N
2007.0,Unprovoked,USA,F,30,N
2007.0,Unprovoked,BAHAMAS,F,48,N
2007.0,Unprovoked,USA,M,18,N
2007.0,Unprovoked,REUNION,M,17,N
2007.0,Unprovoked,USA,M,20,N
2007.0,Invalid,USA,F,9,N
2007.0,Provoked,USA,F,40,N
2007.0,Provoked,ENGLAND,M,38,N
2007.0,Unprovoked,AUSTRALIA,F,38,N
2007.0,Unprovoked,AUSTRALIA,M,19,N
2007.0,Unprovoked,USA,F,21,N
2007.0,Invalid,AUSTRALIA,M,45,Y
2007.0,Unprovoked,USA,F,63,N
2007.0,Unprovoked,USA,M,68,N
2007.0,Provoked,BAHAMAS,F,20,N
2007.0,Unprovoked,AUSTRALIA,F,13,N
2007.0,Unprovoked,USA,M,12,N
2007.0,Unprovoked,USA,M,24,N
2007.0,Unprovoked,NEW CALEDONIA,M,26,N
2007.0,Unprovoked,USA,M,7,N
2007.0,Unprovoked,USA,M,27,N
2007.0,Unprovoked,USA,M,9,N
2007.0,Unprovoked,USA,M,11,N
2007.0,Unprovoked,AUSTRALIA,F,42,N
2007.0,Unprovoked,AUSTRALIA,F,59,N
2007.0,Unprovoked,USA,M,29,N
2007.0,Provoked,NEW ZEALAND,M,16,N
2007.0,Invalid,COSTA RICA,M,36,Y
2007.0,Unprovoked,AUSTRALIA,M,26,N
2007.0,Unprovoked,NEW CALEDONIA,M,30,N
2007.0,Unprovoked,AUSTRALIA,M,41,N
2007.0,Invalid,AUSTRALIA,M,20,Y
2007.0,Unprovoked,SOUTH AFRICA,M,24,Y
2007.0,Invalid,USA,M,54,N
2007.0,Unprovoked,USA,M,24,N
2006.0,Unprovoked,AUSTRALIA,M,25,N
2006.0,Unprovoked,NEW ZEALAND,M,10,N
2006.0,Unprovoked,USA,M,43,N
2006.0,Provoked,SOUTH AFRICA,M,25,N
2006.0,Unprovoked,AUSTRALIA,M,15,N
2006.0,Unprovoked,USA,M,29,N
2006.0,Unprovoked,USA,M,22,N
2006.0,Unprovoked,USA,M,15,N
2006.0,Unprovoked,USA,M,20,N
2006.0,Unprovoked,USA,M,18,N
2006.0,Unprovoked,BAHAMAS,F,26,N
2006.0,Invalid,SOUTH AFRICA,M,36,N
2006.0,Unprovoked,USA,M,19,N
2006.0,Unprovoked,USA,M,16,N
2006.0,Unprovoked,USA,M,55,N
2006.0,Unprovoked,USA,M,52,N
2006.0,Invalid,AUSTRALIA,M,44,Y
2006.0,Unprovoked,BRAZIL,M,20,Y
2006.0,Unprovoked,USA,M,33,N
2006.0,Unprovoked,USA,M,12 or 13,N
2006.0,Unprovoked,SOUTH AFRICA,M,37,N
2006.0,Unprovoked,USA,M,23,N
2006.0,Unprovoked,REUNION,M,27,N
2006.0,Invalid,BRAZIL,M,17,Y
2006.0,Invalid,BELIZE,M,34,Y
2006.0,Unprovoked,REUNION,M,34,Y
2006.0,Unprovoked,SOUTH AFRICA,M,24,N
2006.0,Unprovoked,USA,F,59,N
2006.0,Unprovoked,USA,M,41,N
2006.0,Unprovoked,USA,M,15,N
2006.0,Unprovoked,SOUTH AFRICA,M,19,N
2006.0,Unprovoked,USA,M,14,N
2006.0,Unprovoked,USA,M,49,N
2006.0,Invalid,SPAIN,F,7,N
2006.0,Unprovoked,USA,F,21,N
2006.0,Unprovoked,USA,M,40,N
2006.0,Unprovoked,USA,M,11,N
2006.0,Unprovoked,USA,F,14,N
2006.0,Unprovoked,USA,M,13,N
2006.0,Unprovoked,USA,F,28,N
2006.0,Unprovoked,USA,M,35,N
2006.0,Unprovoked,USA,F,9,N
2006.0,Unprovoked,BAHAMAS,M,25,N
2006.0,Unprovoked,USA,F,22,N
2006.0,Unprovoked,BRAZIL,M,27,Y
2006.0,Unprovoked,USA,M,43,N
2006.0,Unprovoked,USA,M,24,N
2006.0,Unprovoked,USA,F,7,N
2006.0,Unprovoked,AUSTRALIA,M,40,N
2006.0,Unprovoked,USA,M,26,N
2006.0,Unprovoked,USA,M,31,N
2006.0,Provoked,USA,M,15,N
2006.0,Unprovoked,BRAZIL,M,33,N
2006.0,Unprovoked,USA,F,30s,N
2006.0,Unprovoked,USA,F,20s,N
2006.0,Provoked,AUSTRALIA,M,46,N
2006.0,Unprovoked,USA,M,54,N
2006.0,Unprovoked,USA,F,13,N
2006.0,Provoked,USA,M,35,N
2006.0,Unprovoked,AUSTRALIA,M,15,N
2006.0,Unprovoked,SOUTH AFRICA,M,15,N
2006.0,Unprovoked,BRAZIL,M,35,N
2006.0,Unprovoked,USA,M,11,N
2006.0,Unprovoked,USA,F,28,N
2006.0,Invalid,SOUTH AFRICA,M,17,Y
2006.0,Unprovoked,FIJI,M,21,N
2006.0,Unprovoked,AUSTRALIA,M,15,N
2006.0,Unprovoked,USA,F,15,N
2006.0,Invalid,USA,M,45,Y
2006.0,Unprovoked,AUSTRALIA,M,18,N
2006.0,Unprovoked,SOUTH AFRICA,M,15,N
2006.0,Unprovoked,TONGA,F,24,Y
2006.0,Boat,USA,M,57,N
2006.0,Boat,ATLANTIC OCEAN,M,46 & 34,N
2006.0,Unprovoked,SOUTH AFRICA,M,34,N
2006.0,Boat,ATLANTIC OCEAN,F,"28, 23 & 30",N
2006.0,Unprovoked,AUSTRALIA,M,52,N
2006.0,Unprovoked,AUSTRALIA,F,21,Y
2006.0,Unprovoked,USA,M,21,N
2006.0,Unprovoked,SOUTH AFRICA,M,49,N
2005.0,Unprovoked,USA,M,30,N
2005.0,Unprovoked,USA,M,29,N
2005.0,Unprovoked,AUSTRALIA,M,44,N
2005.0,Unprovoked,USA,M,teen,N
2005.0,Unprovoked,USA,M,23,N
2005.0,Unprovoked,AUSTRALIA,M,18,N
2005.0,Unprovoked,SOUTH AFRICA,M,26,N
2005.0,Unprovoked,USA,M,30s,N
2005.0,Unprovoked,USA,M,17,N
2005.0,Provoked,SOUTH AFRICA,M,32,N
2005.0,Unprovoked,USA,M,18,N
2005.0,Unprovoked,USA,M,25,N
2005.0,Unprovoked,USA,M,26,N
2005.0,Unprovoked,USA,M,15,N
2005.0,Unprovoked,ST. MAARTIN,M,55,N
2005.0,Unprovoked,SOUTH AFRICA,M,20,N
2005.0,Unprovoked,USA,M,36,N
2005.0,Unprovoked,USA,F,20,N
2005.0,Provoked,USA,M,15,N
2005.0,Unprovoked,USA,M,22,N
2005.0,Unprovoked,GRAND CAYMAN,F,57,N
2005.0,Unprovoked,USA,M,48,N
2005.0,Unprovoked,BAHAMAS,M,35,N
2005.0,Unprovoked,SOUTH AFRICA,M,52,N
2005.0,Unprovoked,AUSTRALIA,M,28,N
2005.0,Unprovoked,AUSTRALIA,M,26,N
2005.0,Unprovoked,AUSTRALIA,M,44,N
2005.0,Unprovoked,USA,F,68,N
2005.0,Unprovoked,USA,M,18,Y
2005.0,Unprovoked,AUSTRALIA,M,15,N
2005.0,Unprovoked,USA,F,18,N
2005.0,Unprovoked,AUSTRALIA,M,40,N
2005.0,Unprovoked,USA,M,62,N
2005.0,Provoked,THAILAND,M,21,Y
2005.0,Unprovoked,AUSTRALIA,M,23,Y
2005.0,Unprovoked,USA,M,37,N
2005.0,Invalid,USA,M,17,N
2005.0,Unprovoked,USA,M,8,N
2005.0,Unprovoked,USA,M,12,N
2005.0,Unprovoked,USA,M,16,N
2005.0,Unprovoked,USA,M,14,N
2005.0,Unprovoked,USA,F,13,N
2005.0,Unprovoked,USA,M,61,N
2005.0,Invalid,USA,M,25,N
2005.0,Provoked,CHINA,M,24,N
2005.0,Unprovoked,USA,M,22,N
2005.0,Unprovoked,USA,F,14,N
2005.0,Unprovoked,USA,M,19,N
2005.0,Unprovoked,USA,M,16,N
2005.0,Unprovoked,USA,F,14,Y
2005.0,Unprovoked,VANUATU,F,7,Y
2005.0,Invalid,USA,M,49,N
2005.0,Unprovoked,USA,M,20,N
2005.0,Unprovoked,SOUTH KOREA,F,38,N
2005.0,Unprovoked,USA,F,11,N
2005.0,Invalid,USA,M,17,N
2005.0,Unprovoked,SOUTH AFRICA,M,22,Y
2005.0,Unprovoked,USA,M,6,N
2005.0,Unprovoked,USA,M,33,N
2005.0,Unprovoked,SOUTH AFRICA,M,32,N
2005.0,Sea Disaster,USA,M,Teens,N
2005.0,Unprovoked,USA,M,47,N
2005.0,Provoked,AUSTRALIA,M,25,N
2005.0,Unprovoked,AUSTRALIA,M,20,N
2005.0,Unprovoked,AUSTRALIA,M,40,N
2005.0,Unprovoked,USA,F,70,N
2005.0,Invalid,USA,M,52,N
2005.0,Unprovoked,USA,M,37,N
2005.0,Unprovoked,SOUTH AFRICA,M,32,N
2005.0,Unprovoked,AUSTRALIA,M,26,Y
2005.0,Provoked,USA,M,45,N
2005.0,Invalid,SOUTH AFRICA,M,51,N
2005.0,Unprovoked,AUSTRALIA,M,18,N
2005.0,Unprovoked,BRAZIL,M,12,N
2005.0,Unprovoked,CUBA,M,19,N
2005.0,Unprovoked,NEW ZEALAND,M,39,N
2004.0,Invalid,SRI LANKA,F,11,N
2004.0,Unprovoked,AUSTRALIA,M,18,Y
2004.0,Unprovoked,AUSTRALIA,M,38,Y
2004.0,Unprovoked,SOUTH AFRICA,M,20,N
2004.0,Unprovoked,SOUTH AFRICA,M,16,N
2004.0,Unprovoked,SOUTH AFRICA,F,77,Y
2004.0,Unprovoked,USA,lli,38,N
2004.0,Unprovoked,VANUATU,M,30s,N
2004.0,Unprovoked,CUBA,M,40,N
2004.0,Unprovoked,SOUTH AFRICA,M,52,N
2004.0,Unprovoked,AUSTRALIA,M,59,N
2004.0,Unprovoked,USA,M,34,N
2004.0,Unprovoked,SOUTH AFRICA,M,34,N
2004.0,Unprovoked,REUNION,M,15,N
2004.0,Unprovoked,USA,M,16,N
2004.0,Unprovoked,USA,M,40,N
2004.0,Unprovoked,USA,M,26,N
2004.0,Unprovoked,USA,F,17,N
2004.0,Unprovoked,USA,F,38,N
2004.0,Unprovoked,BRAZIL,M,24,N
2004.0,Unprovoked,USA,M,50,Y
2004.0,Unprovoked,USA,M,47,N
2004.0,Unprovoked,AUSTRALIA,M,30,N
2004.0,Unprovoked,USA,F,20,N
2004.0,Unprovoked,USA,F,28,N
2004.0,Unprovoked,USA,F,13,N
2004.0,Unprovoked,USA,F,19,N
2004.0,Unprovoked,USA,M,11,N
2004.0,Unprovoked,JAPAN,M,51,N
2004.0,Unprovoked,AUSTRALIA,M,30,Y
2004.0,Unprovoked,EGYPT,F,Teen,N
2004.0,Unprovoked,USA,M,7,N
2004.0,Unprovoked,USA,M,45,N
2004.0,Unprovoked,AUSTRALIA,M,17,N
2004.0,Unprovoked,USA,M,8,N
2004.0,Unprovoked,SOUTH AFRICA,M,21,Y
2004.0,Unprovoked,USA,M,16,N
2004.0,Unprovoked,BRAZIL,M,17,N
2004.0,Unprovoked,USA,M,44,N
2004.0,Unprovoked,USA,M,9,N
2004.0,Invalid,USA,M,9,N
2004.0,Unprovoked,USA,F,9,N
2004.0,Unprovoked,BRAZIL,F,24,N
2004.0,Provoked,BAHAMAS,M,63,N
2004.0,Unprovoked,USA,M,28,N
2004.0,Unprovoked,BRAZIL,M,22,Y
2004.0,Unprovoked,USA,M,57,Y
2004.0,Unprovoked,SOUTH AFRICA,M,16,N
2004.0,Invalid,USA,F,22,Y
2004.0,Unprovoked,USA,M,26,N
2004.0,Unprovoked,USA,M,20,N
2004.0,Unprovoked,BRAZIL,M,22,N
2004.0,Unprovoked,REUNION,M,20,N
2004.0,Unprovoked,USA,M,61,N
2004.0,Unprovoked,USA,M,51,N
2004.0,Unprovoked,AUSTRALIA,M,47,N
2004.0,Unprovoked,BRAZIL,M,29,Y
2004.0,Unprovoked,NEW ZEALAND,M,15,N
2004.0,Invalid,AUSTRALIA,M,31,N
2004.0,Unprovoked,AUSTRALIA,M,22,N
2004.0,Unprovoked,AUSTRALIA,M,46,N
2004.0,Unprovoked,URUGUAY,M,21,N
2004.0,Unprovoked,VENEZUELA,M,40,N
2004.0,Unprovoked,SOUTH AFRICA,M,22,N
2003.0,Invalid,USA,M,28,N
2003.0,Unprovoked,USA,M,13,N
2003.0,Unprovoked,NEW ZEALAND,M,45,Y
2003.0,Unprovoked,AUSTRALIA,M,36,N
2003.0,Unprovoked,SOUTH AFRICA,M,21,Y
2003.0,Unprovoked,USA,F,35,N
